,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,-0.8244219136993031,1.0,-0.5285766997302712,0.16328159060991101,-0.6438864147869683,-0.4420944134377484,-1.1339527037779307,0.6821753083650476,-0.24030241208852862,-0.29795726961687713,2.296511319158806,-0.5285766997302712,-0.49974927096609695,-0.3844395559093999,-0.5862315572586196,-0.4709218422019226,0.6245204508366992,0.6821753083650476,0.36507359195913075,-0.06733783950348303,-0.4420944134377484
1,1.5540427000716472,0.0,-0.5574041284944454,0.5495691360498461,-0.003917496222299661,-0.41903247042640895,-0.5574041284944454,1.241427426390028,0.41119747798180967,-0.5574041284944454,3.4553739554786116,-0.5574041284944454,-0.14228915429033612,-0.5574041284944454,-0.5574041284944454,-0.28066081235837254,1.9332857167302107,-0.14228915429033612,0.41119747798180967,-0.28066081235837254,-0.5574041284944454
2,-0.9064379348638186,1.0,-0.5574041284944454,-1.0363829448838024,-0.23808491756820752,-0.5574041284944454,-0.5574041284944454,-1.3557021558100402,-0.5574041284944454,-0.23808491756820752,-0.8767233394206833,-0.5574041284944454,-0.7170637339575644,-1.0363829448838024,-0.8767233394206833,-0.23808491756820752,-0.23808491756820752,-0.8767233394206833,-2.154000183125635,-0.7170637339575644,-0.5574041284944454
3,-0.8244219136993031,1.0,-0.5574041284944454,1.6219494860771284,0.06526833281171857,-0.5574041284944454,-0.5574041284944454,1.9332857167302107,1.6219494860771284,0.06526833281171857,2.2446219473832927,-0.5574041284944454,-0.5574041284944454,-0.24606789784136343,0.06526833281171857,0.9992770247709645,0.6879407941178826,0.9992770247709645,2.5559581780363745,0.3766045634648005,-0.5574041284944454
4,-0.08627772321866334,0.0,-0.5063654021578746,-0.14909431780187887,-0.14909431780187887,0.004021861207833575,-1.3740237498795786,-0.5574041284944454,-0.14909431780187887,-0.5574041284944454,-1.0167526655235828,-0.6084428548310162,-0.45532667582130376,-1.220907570869866,-0.35324922314816215,-0.5574041284944454,-1.220907570869866,0.3102542192272584,-0.6084428548310162,-0.404287949484733,-0.6084428548310162
5,0.6518664672619764,1.0,-0.5574041284944454,-0.22382959565185762,-0.18676575866934786,-0.4091487805644064,-0.5203402915119356,0.6657024919283766,-0.18676575866934786,-0.5203402915119356,2.2594474821762964,-0.6315318024594649,-0.18676575866934786,-0.4091487805644064,-0.29795726961687713,-0.0014465737567990187,0.6286386549458668,-0.3350211065993869,0.29506412210327915,0.0726811002082205,-0.4462126175469162
6,1.8821067847297095,1.0,-0.5574041284944454,1.1518928241107107,0.6228247197329242,-0.17077743683375537,0.21584925482693468,0.9280563184124164,0.09375661535513782,-0.4353114890226486,3.0443287359235622,-0.3946139425320496,-0.37426516928675013,-0.02833602411665903,0.053059068864538844,-0.17077743683375537,0.4193369872799294,0.39898821403463003,0.8873587719218174,0.6838710394688227,-0.21147498332435435
7,0.15977034027488327,1.0,-0.5574041284944454,4.77978839698696,1.221660046666023,-0.5574041284944454,-1.1927841910517556,-1.3198602035632176,0.7133559966201749,-0.5574041284944454,2.111192134246257,-0.5574041284944454,-0.43032811598298343,-0.3032521034715214,-0.5574041284944454,-0.5574041284944454,0.33212795908578874,2.2382681467577195,1.221660046666023,1.348736059177485,-0.04910007844859734
8,-0.4143418078767255,1.0,-0.5574041284944454,1.8146814383861791,1.221660046666023,-0.5574041284944454,-0.5574041284944454,2.111192134246257,-0.5574041284944454,-0.5574041284944454,2.7042135259664137,-0.5574041284944454,0.035617263225710696,0.035617263225710696,-0.5574041284944454,-0.2608934326343674,3.5937456135466475,1.518170742526101,1.518170742526101,0.9251493508059448,-0.5574041284944454
9,1.5540427000716472,1.0,-0.5574041284944454,0.6286386549458668,0.14680877417324,-0.2608934326343674,-0.18676575866934786,1.0734046987359842,0.33212795908578874,-0.4462126175469162,3.26017108070406,-0.5203402915119356,-0.0014465737567990187,-0.22382959565185762,0.035617263225710696,0.33212795908578874,0.9992770247709645,-0.0014465737567990187,1.1104685357184938,0.4803833070158278,-0.2608934326343674
